"","X4201","X4202","X4203","X4204","X4205","X4206","X4207","X4208","X4209","X4210","X4211","X4212","X4213","X4215","X4216","X4217","X4218","X4219","X4220","X4221","X4222","X4223","X4224","X4225","X4226","X4227","X4228","X4229","X4230","X4231","X4232","X4233","X4234","X4235","X4251"
"4201",NA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
"4202",0,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"4203",0,1,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"4204",1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"4205",1,1,1,1,NA,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"4206",1,1,0,1,1,NA,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"4207",0,0,0,0,0,0,NA,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1
"4208",0,1,1,0,0,0,0,NA,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0
"4209",0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
"4210",0,1,0,0,1,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
"4211",1,1,0,1,0,0,0,0,0,0,NA,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"4212",1,1,0,1,0,0,0,0,0,1,1,NA,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
"4213",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4215",0,1,0,0,0,0,0,0,0,0,1,0,0,NA,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
"4216",0,1,0,0,0,0,0,0,0,0,1,1,0,1,NA,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
"4217",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4218",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,NA,0,0,0,0,NA,0,1,0,0,0,0,1,0,0,1,0,0,1
"4219",1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"4220",1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,NA,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1
"4221",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"4222",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,NA,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"4223",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,1,0
"4224",1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,NA,1,0,1,0,0,0,1,1,0,0,0,1
"4225",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,NA,0,0,0,0,0,1,0,1,0,0,0
"4226",0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,NA,0,1,1,0,1,0,1,0,0,1
"4227",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,NA,0,1,1,0,0,0,0,0,1
"4228",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0
"4229",0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,0,1,1,1,0,0,1
"4230",0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,NA,0,0,0,0,1,0
"4231",1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,NA,0,1,0,0,1
"4232",0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,NA,1,0,0,0
"4233",1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,NA,0,0,1
"4234",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"4235",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,NA,0
"4251",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,NA
