"","X3409","X3422","X3516","X3525","X3528","X3538","X3703","X3704","X3708","X3711","X3713","X3714","X3715","X3716","X3718","X3719","X3720","X3722","X3723","X3728","X3730","X3732","X3735","X3737","X3738","X3741","X3761","X3764","X3771","X3772","X3773"
"3409",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"3422",1,NA,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"3516",0,0,NA,0,0,NA,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,NA,1,0,1,NA,0,0
"3525",1,1,1,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,NA,0,0
"3528",0,0,0,1,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA,0,0
"3538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3703",0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"3704",0,0,0,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,NA,0,0
"3708",0,0,0,0,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0
"3711",0,0,1,0,0,1,0,0,0,NA,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,NA,0,1,NA,0,0
"3713",0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"3714",0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"3715",0,1,0,0,1,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0
"3716",0,0,0,0,0,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0
"3718",0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"3719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3720",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,NA,0,0,1,1,0,0,0,NA,NA,0,1,NA,0,0
"3722",0,0,0,0,0,NA,0,0,1,0,0,1,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0
"3723",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,1,0,0,0,NA,0,0
"3728",1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,NA,0,0,1,0,1,NA,1,0,NA,0,0
"3730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3732",NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,NA,0,0,1,0,0,0,NA,0,0
"3735",0,1,1,1,1,NA,1,0,1,1,1,1,NA,0,1,NA,1,0,0,NA,0,0,NA,NA,1,1,NA,NA,NA,1,1
"3737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3738",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,NA,0,0,1,0,1,0,0,0,NA,0,0,0,NA,0,0
"3741",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,1,NA,0,0
"3761",0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,NA,1,NA,1,0
"3764",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,NA,1,NA,NA,0,0
"3771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
