"","ccode","population","exp.total","exp.consumption","exp.military","exp.military.wdi","order","exp.econaffairs","exp.environment","exp.housing","exp.health","exp.recreation","exp.education","exp.socprot","exp.genservices","ginv","revenues","gfinworth","gout","gemp","tariffs","soc.oldage","soc.survivors","soc.incap","soc.health","soc.family","soc.labmkt","soc.unempl","soc.housing","soc.other","soc.total","reg.prodmarket","reg.statecontrol","reg.pubown","reg.bizinvolve","reg.entbarrs","reg.startup","reg.barriers","reg.barriers.expl","reg.barriers.other","reg.soes","reg.commandreg","reg.pricecon","reg.permits","reg.complexreg","reg.commrules","reg.aburd.major","reg.aburd.sole","reg.legbarrs","reg.incumbents","reg.antitrustex","reg.tariffs","reg.directcontrols","reg.fdibarrs","reg.govnet","reg.netbarrs","reg.govsoes","reg.servbarrs","reg.forreg","reg.bartfacil","reg.prof.legal.reg","reg.prof.legal.entry","reg.prof.legal.entry.excl","reg.prof.legal.entry.edu","reg.prof.legal.entry.mem","reg.prof.legal.entry.quot","reg.prof.legal.conduct","reg.prof.legal.conduct.prices","reg.prof.legal.conduct.bizform","reg.prof.legal.conduct.adv","reg.prof.legal.conduct.coop","reg.prof.arch.reg","reg.prof.arch.entry","reg.prof.arch.entry.excl","reg.prof.arch.entry.edu","reg.prof.arch.entry.mem","reg.prof.arch.entry.quot","reg.prof.arch.conduct","reg.prof.arch.conduct.prices","reg.prof.arch.conduct.bizform","reg.prof.arch.conduct.adv","reg.prof.arch.conduct.coop","reg.prof.eng.reg","reg.prof.eng.entry","reg.prof.eng.entry.excl","reg.prof.eng.entry.edu","reg.prof.eng.entry.mem","reg.prof.eng.entry.quot","reg.prof.eng.conduct","reg.prof.eng.conduct.prices","reg.prof.eng.conduct.bizform","reg.prof.eng.conduct.adv","reg.prof.eng.conduct.coop","reg.prof.acc.reg","reg.prof.acc.entry","reg.prof.acc.entry.excl","reg.prof.acc.entry.edu","reg.prof.acc.entry.mem","reg.prof.acc.entry.quot","reg.prof.acc.conduct","reg.prof.acc.conduct.prices","reg.prof.acc.conduct.bizform","reg.prof.acc.conduct.adv","reg.prof.acc.conduct.coop","reg.ret.overall","reg.ret.reglic","reg.ret.largeo","reg.ret.protfirms","reg.ret.ophours","reg.ret.pricecon","reg.ret.promo","tax.supra.tot","tax.supra.inc","tax.supra.inc.indiv","tax.supra.inc.corp","tax.supra.inc.oth","tax.supra.ss","tax.supra.ss.workers","tax.supra.ss.emplr","tax.supra.ss.self","tax.supra.ss.oth","tax.supra.payroll","tax.supra.prop","tax.supra.prop.wealth","tax.supra.prop.estate","tax.supra.prop.ftrans","tax.supra.prop.nonrecur","tax.supra.prop.oth","tax.supra.gst","tax.supra.gst.xfer","tax.supra.gst.use","tax.supra.gst.oth","tax.supra.other","tax.fed.tot","tax.fed.inc","tax.fed.inc.indiv","tax.fed.inc.corp","tax.fed.inc.oth","tax.fed.ss","tax.fed.ss.workers","tax.fed.ss.emplr","tax.fed.ss.self","tax.fed.ss.oth","tax.fed.payroll","tax.fed.prop","tax.fed.prop.wealth","tax.fed.prop.estate","tax.fed.prop.ftrans","tax.fed.prop.nonrecur","tax.fed.prop.oth","tax.fed.gst","tax.fed.gst.xfer","tax.fed.gst.use","tax.fed.gst.oth","tax.fed.other","tax.state.tot","tax.state.inc","tax.state.inc.indiv","tax.state.inc.corp","tax.state.inc.oth","tax.state.ss","tax.state.ss.workers","tax.state.ss.emplr","tax.state.ss.self","tax.state.ss.oth","tax.state.payroll","tax.state.prop","tax.state.prop.wealth","tax.state.prop.estate","tax.state.prop.ftrans","tax.state.prop.nonrecur","tax.state.prop.oth","tax.state.gst","tax.state.gst.xfer","tax.state.gst.use","tax.state.gst.oth","tax.state.other","tax.local.tot","tax.local.inc","tax.local.inc.indiv","tax.local.inc.corp","tax.local.inc.oth","tax.local.ss","tax.local.ss.workers","tax.local.ss.emplr","tax.local.ss.self","tax.local.ss.oth","tax.local.payroll","tax.local.prop","tax.local.prop.wealth","tax.local.prop.estate","tax.local.prop.ftrans","tax.local.prop.nonrecur","tax.local.prop.oth","tax.local.gst","tax.local.gst.xfer","tax.local.gst.use","tax.local.gst.oth","tax.local.other","tax.socsec.tot","tax.socsec.inc","tax.socsec.inc.indiv","tax.socsec.inc.corp","tax.socsec.inc.oth","tax.socsec.ss","tax.socsec.ss.workers","tax.socsec.ss.emplr","tax.socsec.ss.self","tax.socsec.ss.oth","tax.socsec.payroll","tax.socsec.prop","tax.socsec.prop.wealth","tax.socsec.prop.estate","tax.socsec.prop.ftrans","tax.socsec.prop.nonrecur","tax.socsec.prop.oth","tax.socsec.gst","tax.socsec.gst.xfer","tax.socsec.gst.use","tax.socsec.gst.oth","tax.socsec.other","tax.all.tot","tax.all.inc","tax.all.inc.indiv","tax.all.inc.corp","tax.all.inc.oth","tax.all.ss","tax.all.ss.workers","tax.all.ss.emplr","tax.all.ss.self","tax.all.ss.oth","tax.all.payroll","tax.all.prop","tax.all.prop.wealth","tax.all.prop.estate","tax.all.prop.ftrans","tax.all.prop.nonrecur","tax.all.prop.oth","tax.all.gst","tax.all.gst.xfer","tax.all.gst.use","tax.all.gst.oth","tax.all.other","scode","country","polity2"
"14",255,82230760.67,44.36333333,19.4130079,1.03,1.20050062,1.566666667,3.206666667,0.613333333,0.393333333,7.12,1.023333333,4.24,18.87333333,6.296666667,2.063333333,44.62666667,-44.32,36.15333333,10.63,1.88,8.275,1.833,3.423,8.892,2.286,0.63,0.906,0.554,0.29,27.088,1.2848933,1.8418651,2.6944444,0.98928571,1.65265,1.5827161,0.36016476,0.070329547,0.64999998,2.8,1.1071428,0.87142855,2.6666667,1.9960673,1.3254678,1,0.2,0.40000001,1.3791667,1.4,0,1.5277778,0.14065909,1.575,2.3375001,4.875,3.5481482,0.30000001,1,3.5625,4,6,4,6,0,3.125,5,0,3,4.5,2.3125,2.375,1.5,2,6,0,2.25,6,0,3,0,1.6875,1.375,4.5,1,0,0,2,5,0,3,0,2.6041667,4.0833335,6,4.3333335,6,0,1.125,0,0,0,4.5,2.7095239,2.4000001,5,3,2.1428571,1.7142857,2,0.223,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.001,0.001,0,0,0.052,11.269,4.718,4.26,0.457,0,0,NA,NA,NA,NA,0,0.011,0.011,0,0,0,0,6.54,6.193,0.347,0,0,8.511,4.396,3.904,0.492,0,0,NA,NA,NA,NA,0,0.575,0,0.206,0.369,0,0,3.539,3.273,0.267,0,0,3.062,2.426,1.667,0.759,0,0,NA,NA,NA,NA,0,0.433,0,0,0,0,0,0.195,0.184,0.011,0,0.007,13.928,0,NA,NA,NA,13.928,6.198,6.532,1.197,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,36.992,11.541,9.832,1.709,0,13.928,6.198,6.532,1.197,0,0,1.019,0.011,0.206,0.369,0,0,10.276,9.652,0.624,0,0.059,NA,NA,NA
"15",290,37977108.33,42.13666667,17.87130833,1.566666667,1.991792313,2.226666667,4.546666667,0.616666667,0.723333333,4.643333333,1.16,5.246666667,16.06666667,5.216666667,4.076666667,38.74666667,-40.51666667,75.26666667,NA,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.246,1.6479105,3.0631847,4.3609924,1.765377,1.6357514,2.5811727,0.24479546,0.21459091,0.27500001,5.6500001,1.718254,1.8125,2.6666667,1.3635815,0.060496237,2.4000001,1,0.2,0.96249998,0,0,3.2960527,0.42918181,3.9979167,2.6875,4.5,4.3435183,0.55000001,0,3.8958333,4.1666665,6,4.6666665,6,0,3.625,5,2,3,4.5,2.8333333,5.6666665,6,4.6666665,6,6,0,0,0,0,0,2.8333333,5.6666665,6,4.6666665,6,6,0,0,0,0,0,3.3958333,5.6666665,6,4.6666665,6,6,1.125,0,0,0,4.5,2.55,3.3,6,3,0.14285715,0.85714287,2,0.161,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.004,0.004,0,0,0,15.609,3.967,2.527,1.44,0,0,NA,NA,NA,NA,0.224,0,NA,NA,NA,NA,NA,11.418,11.205,0.213,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.175,2.54,2.14,0.399,0,0,NA,NA,NA,NA,0,1.369,0,0.014,0.121,0,0,0.23,0,0.23,0,0.036,12.423,0,NA,NA,NA,12.423,4.921,4.869,2.632,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,32.367,6.507,4.667,1.84,0,12.423,4.921,4.869,2.632,0,0.224,1.369,0,0.014,0.121,0,0,11.652,11.209,0.443,0,0.036,"POL","Poland",10
"16",305,8725644.333,51.88333333,19.68124136,0.59,0.728954004,1.353333333,6.423333333,0.476666667,0.36,7.896666667,1.24,4.99,21.54333333,6.99,2.78,50.15666667,-57.59,62.33333333,15.98333333,1.88,12.191,1.745,2.934,6.515,2.645,0.732,1.058,0.12,0.561,28.5,1.1917588,1.6704669,2.266777,1.0741568,1.3089201,2.0135803,0.59588921,0.31677842,0.875,3,1.7777778,0.37053573,2,1.0235966,0.047193289,1.8,0.2,0.2,0.88958335,0,0,1.0344827,0.63355684,2.782625,2.46875,2.25,4.040741,0.34999999,1.4,3.625,5.75,6,5,6,6,1.5,1,2,0,3,2.4166667,4.0833335,6,4.3333335,6,0,0.75,0,0,0,3,2.4166667,4.0833335,6,4.3333335,6,0,0.75,0,0,0,3,2.375,4,6,4,6,0,0.75,0,0,0,3,2.4000001,5.4000001,0,0,5,2,2,0.182,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.062,0.062,0,0,0,28.914,12.689,10.131,2.183,0.376,2.191,1.135,0.972,0.083,0,1.992,0.362,0,0.003,0.324,0.022,0,11.53,10.651,0.879,0,0.15,0.662,0.314,0.273,0.041,0,0.144,0.135,0,0.009,0,0.059,0.013,0,0,0,0,0,0.105,0.063,0.042,0,0.027,1.277,0,0,0,0,0.077,0.07,0.007,0,0,0.864,0.196,0,0,0,0,0,0.103,0.028,0.075,0,0.037,12.063,0,NA,NA,NA,12.063,4.499,5.778,1.786,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,43.098,13.003,10.404,2.223,0.376,14.475,5.839,6.758,1.878,0,2.915,0.57,0,0.003,0.324,0.022,0,11.8,10.804,0.996,0,0.214,"AUS","Austria",10
"17",310,9815005.667,49.46333333,20.10177331,0.606666667,0.997679095,1.996666667,7.6,1.103333333,0.93,5.07,1.983333333,4.946666667,15.63,9.593333333,5.293333333,47.4,-69.31666667,77.90666667,21.61666667,1.88,8.615,1.089,1.854,4.761,2.966,0.89,0.31,0.289,0.113,20.888,1.3271956,2.0494869,2.3440135,1.7549603,1.6914808,2.6830246,0.24061933,0.086238638,0.39500001,3.2750001,2.2599206,1.25,0.66666669,0.89583337,1.125,2.4000001,1.4,1.4482758,1.4955841,0.81875002,0,0.8839286,0.17247728,2.2171249,2.2197266,3,4.249074,0.59000003,0.2,4.833333,5.6666665,6,4.6666665,6,6,4,5,2,3,6,2.4583333,4.4166665,6,5.6666665,6,0,0.5,2,0,0,0,1.9166666,3.5833333,6,2.3333333,6,0,0.25,1,0,0,0,3,4.25,6,5,6,0,1.75,1,0,3,3,2.0595238,4.5,6,0,0.14285715,1.7142857,0,0.116,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.002,0.002,0,0,0,23.56,6.736,4.948,1.787,0,0.431,0.422,0.009,0,0,0.551,0.853,0.397,0.021,0.272,0,0,14.864,14.558,0.306,0,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.245,0,0,0,0,0,NA,NA,NA,NA,0,0.422,0,0,0,0,0,1.823,1.733,0.089,0,0,12.789,0.339,0.339,0,0,12.078,4.777,7.216,0,0.085,0.03,0,NA,NA,NA,NA,NA,0.3,0.3,0,0,0.041,38.709,7.075,5.288,1.787,0,12.509,5.199,7.226,0,0.085,0.581,1.276,0.397,0.021,0.272,0,0,16.989,16.594,0.396,0,0.166,"HUN","Hungary",10
"18",316,10568943,42.30666667,19.2236948,0.796666667,0.974641944,1.756666667,6.166666667,1.05,0.783333333,7.623333333,1.356666667,5.05,13.09,4.6,4.213333333,41.03333333,-19.4,66.62333333,16.21,1.88,8.004,0.631,1.748,5.966,2.04,0.427,0.478,0.268,0.251,19.813,1.4054153,1.9817952,2.9149792,1.0486112,1.8189734,2.1070988,0.41547728,0.030954547,0.80000001,3.2249999,1.1597222,0.9375,4,2.4870238,0.97404754,1.8,0.80000001,0.2,0.86279762,0,0,0.625,0.061909094,3.3099167,2.3883929,4.5,3.7212963,0.1,1.5,3.2708333,4.1666665,6,4.6666665,6,0,2.375,1,1,3,4.5,2.1041667,4.2083335,6,4.8333335,6,0,0,0,0,0,0,1.7083333,3.4166665,6,4.6666665,3,0,0,0,0,0,0,2.375,4,6,4,6,0,0.75,0,0,3,0,1.5619048,4.8000002,0,0,0,2.5714285,2,0.172,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,18.427,7.175,3.583,3.592,0,0,NA,NA,NA,NA,0,0.253,0,0,0.252,0,0,10.99,10.599,0.392,0,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.393,0,0,0,0,0,NA,NA,NA,NA,0,0.224,0,0,0,0,0,0.169,0.006,0.162,0,0,14.355,0,0,0,0,14.355,2.913,9.09,2.352,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,33.347,7.175,3.583,3.592,0,14.355,2.913,9.09,2.352,0,0,0.477,0,0,0.252,0,0,11.159,10.605,0.554,0,0.008,"CZR","Czech Republic",9
"19",317,5431277,43.00666667,19.39018327,0.96,1.113973497,2.266666667,5.296666667,0.89,0.686666667,7.016666667,0.953333333,4.103333333,15.06333333,5.766666667,4.536666667,40.28333333,-34.47,53.11333333,19.37666667,1.88,6.842,0.864,1.876,5.475,2.003,0.197,0.355,0.042,0.269,17.922,1.2876289,2.1656051,2.6543751,1.6768353,1.1486793,2.0876544,0.54860228,0.14720455,0.94999999,2.4000001,2.0099206,1.34375,0,0.45586419,0.91172838,1.6,0.80000001,0.40000001,0.90251911,0,0,1,0.2944091,3.4675,2.3075573,3.75,3.862963,0.40000001,1.5,3.7916667,5.8333335,6,5.3333335,6,6,1.75,2,2,3,0,2.7916667,5.5833335,6,4.3333335,6,6,0,0,0,0,0,2.8333333,5.6666665,6,4.6666665,6,6,0,0,0,0,0,2.1666667,4.3333335,6,5.3333335,6,0,0,0,0,0,0,1.75,3,0,0,2.6428571,0.85714287,4,0.15,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,17.929,7.025,3.123,3.697,0.205,0.321,0.073,0.248,0,0,0,0,0,0,0,0,0,10.583,9.923,0.66,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.655,0,0,0,0,0,0,0,0,0,0,0.425,0,0,0,0,0,0.231,0.015,0.022,0.193,0,13.444,0,0,0,0,13.444,2.981,7.716,2.748,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,32.179,7.025,3.123,3.697,0.205,13.766,3.054,7.963,2.748,0,0,0.425,0,0,0,0,0,10.813,9.938,0.682,0.193,0,"SLO","Slovak Republic",10
"20",325,60631596.33,50.79666667,18.77462317,1.196666667,1.30558475,1.906666667,4.02,0.956666667,0.646666667,7.146666667,0.74,4.03,21.23666667,8.786666667,2.336666667,47.92,-127.0933333,67.12333333,13.72,1.88,14.447,2.639,2.013,6.702,1.956,0.511,0.996,0.035,0.21,29.508,1.2891349,2.2199702,2.7003572,1.7395834,1.2241389,2.1385803,0.42329547,0.15596591,0.69062501,4,2.2916667,1.1875,0.66666669,0.52083337,0.375,1.6,0.2,0.48275861,1.0130029,0,0,1.9008621,0.31193182,2.2755666,2.5562501,2.625,4.6157408,0.1,1.28125,2.3958333,4.0416665,6,4.1666665,6,0,0.75,0,0,0,3,1.9583334,3.9166667,6,3.6666667,6,0,0,0,0,0,0,1.9583334,3.9166667,6,3.6666667,6,0,0,0,0,0,0,2.0833333,4.1666665,6,4.6666665,6,0,0,0,0,0,0,3.1523809,4.1999998,4,3,0,1.7142857,6,0.136,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,22.911,11.874,9.488,1.92,0.467,0,NA,NA,NA,NA,0,1.352,0.014,0.039,0.994,0.018,0.052,9.684,9.518,0.133,0.034,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.094,1.845,1.713,0.128,0.004,0,NA,NA,NA,NA,0,1.454,0,0.002,0.057,0,0.084,2.091,0.916,0.541,0.634,1.704,12.972,0,NA,NA,NA,12.972,2.409,8.669,1.894,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,43.112,13.719,11.2,2.048,0.471,12.972,2.409,8.669,1.894,0,0,2.807,0.014,0.041,1.051,0.019,0.136,11.775,10.434,0.673,0.668,1.704,"ITA","Italy",10
"21",338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0880952,3.5999999,0,0,2.9285715,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4190476,4.8000002,0,0,0,1.7142857,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CRO","Croatia",9
"23",349,2064987,52.83666667,18.51945343,0.893333333,0.97277925,1.673333333,9.18,0.916666667,0.746666667,6.716666667,1.69,6.05,18.02666667,6.943333333,4.786666667,45.03666667,-21.09666667,77.06333333,17.53666667,1.88,9.787,1.494,1.953,6.082,1.783,0.228,0.545,0.025,0.739,22.635,1.7019552,2.5027826,2.7651138,2.2404513,1.8089505,1.9685185,0.79413259,0.022431819,1.5658333,3.724138,3.4027777,1.078125,4.6666665,2.3333333,0,2.2,0.40000001,0.89999998,1.125,0,0,1.5905173,0.044863638,4.9958,2.4749999,0.75,3.3055553,1.6316667,1.5,3.4583333,4.1666665,6,4.6666665,6,0,2.75,3,2,3,3,2.1458333,4.0416665,4.5,5.6666665,6,0,0.25,1,0,0,0,1.9583333,3.6666665,3,5.6666665,6,0,0.25,1,0,0,0,2.6875,4.375,6,5.5,6,0,1,1,0,3,0,0.62857145,1.2,0,0,0,2.5714285,0,0.174,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.041,0.041,0,0,0,18.411,3.936,2.467,1.462,0.006,0.153,0.08,0.059,0.014,0,0.051,0.004,0,0,0,0.004,0,14.267,13.395,0.872,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.486,2.623,2.623,0,0,0,NA,NA,NA,NA,0,0.615,0,0.021,0.076,0.007,0.001,0.248,0.148,0.1,0,0,14.282,0,NA,NA,NA,14.282,7.413,5.438,1.431,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,36.353,6.559,5.09,1.462,0.006,14.435,7.493,5.497,1.445,0,0.051,0.62,0,0.021,0.076,0.011,0.001,14.555,13.583,0.972,0,0,"SLV","Slovenia",10
"24",350,10783844.33,55.69333333,20.05414718,2.516666667,2.504375625,2.026666667,9.823333333,1.556666667,0.27,4.8,0.68,4.423333333,20.05333333,9.943333333,4.493333333,48.11,-136.1066667,67.93333333,18.21333333,1.88,14.303,2.669,1.906,4.776,1.063,0.254,0.973,0.029,0.063,26.037,1.740815,2.8165877,2.8444848,2.7886906,1.9128858,2.3691359,0.4929716,0.095318176,0.890625,3.4000001,2.5773809,3,4,2.0740354,0.14807098,1.8,1.4,1.1,1.2954861,0,0,1.3706896,0.19063635,2.85725,2.7864583,3.75,3.9074073,0.5,1.28125,4.479167,5.4583335,6,3.8333333,6,6,3.5,5,0,3,6,2.5833335,3.9166667,6,3.6666667,6,0,1.25,5,0,0,0,2.5833335,3.9166667,6,3.6666667,6,0,1.25,5,0,0,0,2.375,3.5,6,2,0,6,1.25,5,0,0,0,2.545238,5.6999998,4,0,2.7142856,0.85714287,2,0.104,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.001,0.001,0,0,0,25.198,8.448,5.755,2.155,0.538,0.423,0.422,0.001,0,0,0,2.23,0.102,0.076,0.289,0,0.035,14.098,11.917,1.808,0.373,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.876,0,0,0,0,0,NA,NA,NA,NA,0,0.822,0.512,0,0,0,0,0.054,0.047,0.008,0,0,10.407,0.005,0.005,0,0,10.244,5.871,4.373,0,0,0,0.022,0,0,0.022,0,0,0.136,0.127,0.009,0,0,36.584,8.453,5.76,2.155,0.538,10.667,6.293,4.374,0,0,0,3.073,0.614,0.076,0.31,0,0.035,14.288,12.09,1.825,0.373,0,"GRC","Greece",10
"25",352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6738095,3.9000001,0,0,4.1428571,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CYP","Cyprus",10
"26",355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1.2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUL","Bulgaria",9
