,Elected,Gender,YearBirth,PoliticalParty,TypeofElection,Region,Income2008,Income2009,Income2010,Income2011,Income2012,PoliticalSelfPositioning,PersonalCampaign,CountryofBirth,OccupationalStatus,HighestDiploma,Q1_WomenQuotaCompanies,Q2_RetirementIncrease,Q3_WorkWeekTime,Q4_CompanyChoiceLayoff,Q5_UnemploymentBenefits,Q6_YouthSalary,Q7_PupilsGrade,Q8_StateSchools,Q9_HighSchool2College,Q10_PrivateSchools,Q11_BehaviorGrade,Q12_StateHealthCare,Q13_ChildbirthAllowance,Q14_HelpDisabilities,Q15_ProfitsHealthcare,Q16_UndocumentedHealth,Q17_CapitalTax,Q18_FiscalDeduction,Q19_PrivatizeCompanies,Q20_ParentalLeave.,Q21_SupportRural,Q22_NuclearPowerLess,Q23_DieselTax,Q24_WindPowerLess,Q25_Wolves,Q26_FacilitateAsylum,Q27_LessRefugees,Q28_MunicipalitiesRefugees,Q29_PolicingRefugees,Q30_SwedenEU,Q31_DefenseSpending,Q32_SwedenNATO,Q33_FreeMuseum,Q34_RighttoCopy,Q35_MonitorInternet,Q36_WineSale,Q37_IncomeInequalities,Q38_MoreMarket,Q39_WomenPower,Q40_PunishmentMore,Q41_Multiculti,Q42_ChristianInfluence,Q43_ReturnEducation,Q44_GayRights,Q45_ClimatePriority
1,X,F,1956,SocialDemocrats (S),R ,SkÃ¥ne läns södra,322995,296630,343432,667652,685922,CenterLeft ,No,Sverige,FullTimePolitician ,Vocational_Short,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
2,X,F,1974,SwedishDemocrats (SD),R ,Hela landet 2,161490,167574,155804,200460,202602,NeitherLeftnorRight,Yes ,Sverige,PrivateSector ,Vocational_Short,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,Against,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,Against,Against
3,X,M,1961,SocialDemocrats (S),R ,Östergötlands län,336508,375228,480228,681381,693164,CenterLeft ,No,Sverige,FullTimePolitician ,HighSchool ,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
4,X,M,1952,SocialDemocrats (S),R ,Örebro län,652212,687639,675804,688511,727227,CenterLeft ,No,Sverige,FullTimePolitician ,HighSchool ,InFavor,Against,Against,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
5,X,M,1967,ModerateRight (M),R ,Gävleborgs län,1090754,1105056,1003017,1141164,1033315,ClearlyRight,Yes ,Sverige,FullTimePolitician ,HighSchool ,Against,InFavor,Against,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against
6,X,M,1987,ModerateRight (M),R ,Södermanlands län,67639,215773,486632,530180,481032,ClearlyRight,Yes ,Sverige,FullTimePolitician ,HighSchool ,Against,InFavor,Against,InFavor,InFavor,Against,InFavor,Against,Against,Against,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,Against,Against,Against,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against
7,X,F,1950,ModerateRight (M),R ,Kronobergs län,904198,934835,912773,939913,960833,ClearlyRight,Yes ,,FullTimePolitician ,HighSchool ,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,Against
8,X,M,1987,ChristianDemocrats (KD),R ,Jönköpings län,120470,50517,326960,670791,688392,ClearlyRight,Yes ,Sverige,FullTimePolitician ,HighSchool ,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,Against
9,X,F,1966,SocialDemocrats (S),R ,Göteborgs kommun,680697,718483,690191,794139,847389,CenterLeft ,No,Sverige,FullTimePolitician ,HighSchool ,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
10,X,M,1961,Peoples Party (F),R ,Hallands län,554744,575738,600059,486112,491522,CenterRight ,Yes ,Sverige,FullTimePolitician ,HighSchool ,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,Against,InFavor,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,Against,Against,Against,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,Against
11,X,F,1973,SocialDemocrats (S),R ,Örebro län,634683,641238,686914,805637,815351,CenterLeft ,No,Sverige,FullTimePolitician ,HighSchool ,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
12,X,M,1954,ModerateRight (M),R ,SkÃ¥ne läns västra,662116,690442,743553,691356,698935,CenterRight ,Yes ,Sverige,FullTimePolitician ,HighSchool ,Against,InFavor,Against,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against
13,X,M,1967,SocialDemocrats (S),R ,Västerbottens län,413455,435651,471208,697806,691904,NeitherLeftnorRight,No,Sverige,FullTimePolitician ,HighSchool ,InFavor,Against,Against,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
14,X,F,1956,SocialDemocrats (S),R ,Uppsala län,750917,745914,770817,865846,837364,CenterLeft ,No,Sverige,FullTimePolitician ,HighSchool ,InFavor,Against,Against,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor
15,X,M,1963,SocialDemocrats (S),R ,SkÃ¥ne läns norra och östra,483573,533028,487749,493412,577569,CenterLeft ,No,Sverige,FullTimePolitician ,HighSchool ,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
16,X,F,1963,SocialDemocrats (S),R ,Södermanlands län,672525,688202,686043,687546,693303,,No,Sverige,FullTimePolitician ,HighSchool ,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
17,X,M,1985,ModerateRight (M),R ,Kronobergs län,355875,236835,338671,700900,697526,ClearlyRight,Yes ,Sverige,FullTimePolitician ,HighSchool ,Against,InFavor,Against,InFavor,Against,Against,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against
18,X,F,1963,SocialDemocrats (S),R ,Örebro län,630219,648788,658803,678424,688988,ClearlyLeft ,No,Sverige,FullTimePolitician ,HighSchool ,InFavor,Against,Against,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,Against,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor
19,X,M,1965,SwedishDemocrats (SD),R ,Hela landet 1,315687,232506,319873,690057,719239,NeitherLeftnorRight,No,Sverige,FullTimePolitician ,HighSchool ,Against,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,Against
20,X,F,1965,SocialDemocrats (S),R ,SkÃ¥ne läns norra och östra,555600,563871,682532,691908,686806,ClearlyLeft ,No,,FullTimePolitician ,HighSchool ,InFavor,Against,Against,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor
21,X,F,1974,SocialDemocrats (S),R ,Malmö kommun,566032,678393,592565,628097,717641,ClearlyLeft ,No,Sverige,FullTimePolitician ,HighSchool ,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,Against,Against,Against,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor
22,X,M,1965,SocialDemocrats (S),R ,Värmlands län,648213,665658,667653,684142,705354,CenterLeft ,No,Sverige,FullTimePolitician ,HighSchool ,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
23,X,M,1984,Greens (MP),R ,Malmö kommun,207199,126385,331772,451848,468633,NeitherLeftnorRight,Yes ,Sverige (Jämtland),FullTimePolitician ,HighSchool ,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,Against,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,Against,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,Against,InFavor,InFavor
24,X,M,1967,ChristianDemocrats (KD),R ,Uppsala län,654965,667251,630134,692299,709345,CenterRight ,Yes ,Sverige,FullTimePolitician ,HighSchool ,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor
25,X,M,1956,SocialDemocrats (S),R ,Gävleborgs län,644477,666906,677374,679316,693823,CenterLeft ,No,Finland,FullTimePolitician ,HighSchool ,InFavor,Against,InFavor,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
26,X,M,1955,SocialDemocrats (S),R ,Jönköpings län,785451,829896,827763,704353,700836,ClearlyLeft ,Yes ,Sverige,FullTimePolitician ,HighSchool ,InFavor,Against,InFavor,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,Against,Against,Against,Against,Against,InFavor,Against,Against,Against,Against,InFavor,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor
27,X,M,1954,SocialDemocrats (S),R ,Norrbottens län,639538,689917,693384,697956,709802,CenterLeft ,Yes ,Sverige,FullTimePolitician ,HighSchool ,InFavor,Against,Against,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,Against,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,Against
28,X,F,1964,CenterParty (C),R ,Västra Götalands läns norra,754919,776153,779893,762880,714456,CenterRight ,Yes ,Sverige,FullTimePolitician ,HighSchool ,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,Against,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor
29,X,M,1964,LeftParty (V),R ,Västerbottens län,411196,130189,230582,762860,719592,ClearlyLeft ,No,Sverige,FullTimePolitician ,HighSchool ,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
30,X,F,1955,SocialDemocrats (S),R ,Västernorrlands län,641567,648805,677780,784904,801776,NeitherLeftnorRight,No,Sverige,FullTimePolitician ,HighSchool ,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
31,X,M,1956,ModerateRight (M),R ,Västra Götalands läns västra,661874,663646,708010,706102,723484,CenterRight ,Yes ,Sverige,FullTimePolitician ,HighSchool ,Against,InFavor,Against,Against,Against,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,Against,Against,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against
32,X,F,1964,SocialDemocrats (S),R ,Dalarnas län,581200,603375,625085,633909,643356,,,Sverige,FullTimePolitician ,HighSchool ,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
33,X,M,1989,Greens (MP),R ,Stockholms län,58876,79472,114997,217743,111600,CenterLeft ,,,FullTimePolitician ,HighSchool ,InFavor,Against,InFavor,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,Against,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
34,X,M,1970,SocialDemocrats (S),R ,Stockholms kommun,761318,771569,772355,795969,807881,ClearlyLeft ,No,Sverige,FullTimePolitician ,HighSchool ,InFavor,Against,InFavor,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,Against,Against,Against,Against,Against,Against,InFavor,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor
35,X,M,1978,SwedishDemocrats (SD),R ,Hela landet 1,438645,456919,452064,384913,400608,NeitherLeftnorRight,No,Sverige,Other,HighSchool ,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,Against,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,Against
36,X,M,1989,SwedishDemocrats (SD),R ,Hela landet 2,0,0,63742,428694,438895,NeitherLeftnorRight,No,Ryssland,Other,HighSchool ,Against,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,Against,Against
37,X,M,1953,SwedishDemocrats (SD),R ,Hela landet 1,394188,346265,377518,393127,405429,CenterRight ,Yes ,Sverige,OwnBusiness ,HighSchool ,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,Against,Against
38,X,F,1988,SwedishDemocrats (SD),R ,Hela landet 2,23760,5372,66637,313637,324184,ClearlyRight,,Sverige,PrivateSector ,HighSchool ,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,Against,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,Against
39,X,M,1991,CenterParty (C),R ,Västra Götalands läns västra,21322,78158,242844,263477,307258,CenterRight ,Yes ,Sverige,PrivateSector ,HighSchool ,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor
40,X,F,1980,SocialDemocrats (S),R ,Jönköpings län,295378,349050,322357,438265,421103,ClearlyLeft ,No,Sverige,PrivateSector ,HighSchool ,InFavor,Against,InFavor,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,Against,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
41,X,M,1979,SwedishDemocrats (SD),R ,Hela landet 1,448190,426570,227703,624179,628313,NeitherLeftnorRight,Yes ,Sverige,PrivateSector ,HighSchool ,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,Against
42,X,M,1965,SwedishDemocrats (SD),R ,Hela landet 1,531763,588470,501699,604321,582317,CenterRight ,Yes ,Sverige,PrivateSector ,HighSchool ,Against,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,Against
43,X,M,1984,SocialDemocrats (S),R ,Gävleborgs län,281838,273732,288394,410648,445169,ClearlyLeft ,No,Sverige,PrivateSector ,HighSchool ,InFavor,Against,InFavor,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
44,X,M,1970,SocialDemocrats (S),R ,Stockholms län,513037,530533,575767,560133,550540,CenterLeft ,Yes ,Sverige,PrivateSector ,HighSchool ,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
45,X,M,1970,SwedishDemocrats (SD),R ,Hela landet 1,445287,401795,409748,433768,455102,CenterLeft ,No,Sverige,PrivateSector ,HighSchool ,Against,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,Against
46,X,M,1975,SwedishDemocrats (SD),R ,Hela landet 1,710367,665373,723526,626514,628845,CenterLeft ,No,Sverige,PrivateSector ,HighSchool ,Against,Against,Against,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,Against
47,X,F,1985,SocialDemocrats (S),R ,Norrbottens län,443894,352282,351818,480027,445734,ClearlyLeft ,No,Sverige,PrivateSector ,HighSchool ,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
48,X,F,1964,SocialDemocrats (S),R ,Västra Götalands läns norra,332327,336052,351673,349298,335813,ClearlyLeft ,No,Sverige,PublicSector ,HighSchool ,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
49,X,F,1984,SocialDemocrats (S),R ,Västerbottens län,223051,264877,238796,216044,249546,ClearlyLeft ,No,Sverige,PublicSector ,HighSchool ,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
50,X,M,1989,ModerateRight (M),R ,Stockholms län,10499,23286,131397,100684,228394,ClearlyRight,No,Sverige,PublicSector ,HighSchool ,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,Against,Against,Against,Against,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against
